"Title","Date","Link","Description"
"انتخاب دانشگاه علامه طباطبائی به عنوان دانشگاه برگزیده کشور در حوزه مهارت افزایی دانشجویان","۱۹ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20692/%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D9%87-%D8%B9%D9%86%D9%88%D8%A7%D9%86-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A8%D8%B1%DA%AF%D8%B2%DB%8C%D8%AF%D9%87-%DA%A9%D8%B4%D9%88%D8%B1-%D8%AF%D8%B1-%D8%AD%D9%88%D8%B2%D9%87-%D9%85%D9%87%D8%A7%D8%B1%D8%AA-%D8%A7%D9%81%D8%B2%D8%A7%DB%8C%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86","بر اساس گزارش معاونت پژوهشی وزارت علوم، ‌تحقیقات، و فناوری، دانشگاه علامه طباطبائی به عنوان دانشگاه برگزیده در حوزه مهارت افزایی دانشجویان در سال ۱۴۰۱ معرفی شد."
"«سرپرست دانشکده آمار، ریاضی و رایانه» دانشگاه علامه طباطبائی معرفی شد","۱۹ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20691/-%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%DA%A9%D8%AF%D9%87-%D8%A2%D9%85%D8%A7%D8%B1-%D8%B1%DB%8C%D8%A7%D8%B6%DB%8C-%D9%88-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D9%85%D8%B9%D8%B1%D9%81%DB%8C-%D8%B4%D8%AF","با حکمی از سوی رئیس دانشگاه علامه طباطبائی، «سرپرست دانشکده آمار، ریاضی و رایانه» دانشگاه علامه طباطبائی معرفی و منصوب شد."
"فراخوان جذب نیروی امریه در پژوهشگاه علوم و فناوری اطلاعات ایران(ایرانداک)","۱۹ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20681/%D9%81%D8%B1%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D8%AC%D8%B0%D8%A8-%D9%86%DB%8C%D8%B1%D9%88%DB%8C-%D8%A7%D9%85%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D9%88%D9%85-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%D8%AF%D8%A7%DA%A9-","پژوهشگاه علوم و فناوری اطلاعات ایران(ایرانداک)، بر پایه همکاری ستاد کل نیروهای مسلح و اداره کل ارتباط با جامعه و صنعت وزارت علوم، تحقیقات و فناوری، اقدام به جذب نیروی امریه می کند."
"نخستین جشنواره جایزه ملی سردار شهید سلیمانی در دانشگاه علامه طباطبائی برگزار می‌شود","۱۸ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20677/%D9%86%D8%AE%D8%B3%D8%AA%DB%8C%D9%86-%D8%AC%D8%B4%D9%86%D9%88%D8%A7%D8%B1%D9%87-%D8%AC%D8%A7%DB%8C%D8%B2%D9%87-%D9%85%D9%84%DB%8C-%D8%B3%D8%B1%D8%AF%D8%A7%D8%B1-%D8%B4%D9%87%DB%8C%D8%AF-%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF","رئیس سازمان امور دانشجویان از برگزاری نخستین جشنواره جایزه ملی سردار شهید سلیمانی در پردیس مرکزی دانشگاه علامه طباطبائی خبر داد."
"تجدید میثاق دانشگاهیان دانشگاه علامه طباطبائی با آرمان‌های انقلاب اسلامی و تجدید عهد با امام(ره) و مقام معظم رهبری","۱۷ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20664/%D8%AA%D8%AC%D8%AF%DB%8C%D8%AF-%D9%85%DB%8C%D8%AB%D8%A7%D9%82-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87%DB%8C%D8%A7%D9%86-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%A7-%D8%A2%D8%B1%D9%85%D8%A7%D9%86-%D9%87%D8%A7%DB%8C-%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D9%88-%D8%AA%D8%AC%D8%AF%DB%8C%D8%AF-%D8%B9%D9%87%D8%AF-%D8%A8%D8%A7-%D8%A7%D9%85%D8%A7%D9%85-%D8%B1%D9%87-%D9%88-%D9%85%D9%82%D8%A7%D9%85-%D9%85%D8%B9%D8%B8%D9%85-%D8%B1%D9%87%D8%A8%D8%B1%DB%8C","صبح امروز همزمان ششمین روز از دهه فجر انقلاب اسلامی ایران دانشگاهیان دانشگاه علامه طباطبائی با حضور در مرقد مطهر امام خمینی(ره) با آرمان‌های انقلاب اسلامی، امام خمینی(ره) و مقام معظم رهبری تجدید میثاق کردند."
"مرکز بهداشت و درمان دانشگاه علامه طباطبائی برای نخستین بار، عنوان «مرکز بهداشت و درمان نمونه کشوری» را کسب کرد","۱۶ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20650/%D9%85%D8%B1%DA%A9%D8%B2-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D9%86%D8%AE%D8%B3%D8%AA%DB%8C%D9%86-%D8%A8%D8%A7%D8%B1-%D8%B9%D9%86%D9%88%D8%A7%D9%86-%D9%85%D8%B1%DA%A9%D8%B2-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%D9%86%D9%85%D9%88%D9%86%D9%87-%DA%A9%D8%B4%D9%88%D8%B1%DB%8C-%D8%B1%D8%A7-%DA%A9%D8%B3%D8%A8-%DA%A9%D8%B1%D8%AF","در سی‌ و چهارمین گردهمایی مدیران مراکز مشاوره و سبک زندگی و یازدهمین گردهمایی مدیران مراکز بهداشت و درمان دانشگاه‌های وزارت علوم، تحقیقات و فناوری، مرکز بهداشت درمان دانشگاه علامه طباطبائی برای نخستین بار عنوان «مرکز بهداشت و درمان نمونه کشوری» را کسب کرد."
"مرکز مشاوره و بهداشت روان دانشگاه علامه طباطبائی، عنوان «مرکز مشاوره نمونه کشوری» را کسب کرد","۱۶ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20649/%D9%85%D8%B1%DA%A9%D8%B2-%D9%85%D8%B4%D8%A7%D9%88%D8%B1%D9%87-%D9%88-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA-%D8%B1%D9%88%D8%A7%D9%86-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%B9%D9%86%D9%88%D8%A7%D9%86-%D9%85%D8%B1%DA%A9%D8%B2-%D9%85%D8%B4%D8%A7%D9%88%D8%B1%D9%87-%D9%86%D9%85%D9%88%D9%86%D9%87-%DA%A9%D8%B4%D9%88%D8%B1%DB%8C-%D8%B1%D8%A7-%DA%A9%D8%B3%D8%A8-%DA%A9%D8%B1%D8%AF","در سی‌ و چهارمین گردهمایی مدیران مراکز مشاوره و سبک زندگی و یازدهمین گردهمایی مدیران مراکز بهداشت و درمان دانشگاه‌های وزارت علوم، تحقیقات و فناوری، مرکز مشاوره و بهداشت روان دانشگاه علامه طباطبائی عنوان «مرکز مشاوره نمونه کشوری» را کسب کرد."
"گزارش تصویری برگزاری مراسم اعتکاف در دانشگاه علامه طباطبائی","۱۶ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20646/%DA%AF%D8%B2%D8%A7%D8%B1%D8%B4-%D8%AA%D8%B5%D9%88%DB%8C%D8%B1%DB%8C-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D9%85%D8%B1%D8%A7%D8%B3%D9%85-%D8%A7%D8%B9%D8%AA%DA%A9%D8%A7%D9%81-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","آیین معنوی اعتکاف با حضور دانشجویان و استادان دانشگاه علامه طباطبائی در مسجد امام علی(ع) این دانشگاه در حال برگزاری است."
"گزارش تصویری/ برگزاری جشن میلاد امام جواد(ع) و امام علی(ع) در دانشکده تربیت بدنی و علوم ورزشی دانشگاه علامه طباطبائی","۱۴ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20630/%DA%AF%D8%B2%D8%A7%D8%B1%D8%B4-%D8%AA%D8%B5%D9%88%DB%8C%D8%B1%DB%8C-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D8%AC%D8%B4%D9%86-%D9%85%DB%8C%D9%84%D8%A7%D8%AF-%D8%A7%D9%85%D8%A7%D9%85-%D8%AC%D9%88%D8%A7%D8%AF-%D8%B9-%D9%88-%D8%A7%D9%85%D8%A7%D9%85-%D8%B9%D9%84%DB%8C-%D8%B9-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%A9%D8%AF%D9%87-%D8%AA%D8%B1%D8%A8%DB%8C%D8%AA-%D8%A8%D8%AF%D9%86%DB%8C-%D9%88-%D8%B9%D9%84%D9%88%D9%85-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","جشن ولادت با سعادت امام جواد(ع) و امام علی(ع) به همت دانشکده تربیت بدنی و علوم ورزشی دانشگاه علامه طباطبائی برگزار شد."
"آغاز مراسم گرامیداشت دهه فجر انقلاب اسلامی در دانشگاه علامه طباطبائی","۱۲ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20629/%D8%A2%D8%BA%D8%A7%D8%B2-%D9%85%D8%B1%D8%A7%D8%B3%D9%85-%DA%AF%D8%B1%D8%A7%D9%85%DB%8C%D8%AF%D8%A7%D8%B4%D8%AA-%D8%AF%D9%87%D9%87-%D9%81%D8%AC%D8%B1-%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","همزمان با آغاز دهه مبارک فجر و چهل و چهارمین سالگرد پیروزی شکوهمند انقلاب اسلامی ایران، مراسمی با حضور رئیس دانشگاه علامه طباطبائی، مسئول نهاد نمایندگی مقام معظم رهبری در دانشگاه، جمعی از معاونان، مدیران، اعضای هیأت علمی و کارکنان در جوار مقبره شهدای پردیس مرکزی این دانشگاه برگزار شد."
"مرکز کنترل و پایش تصویری دانشکده تربیت بدنی و علوم ورزشی دانشگاه علامه طباطبائی به بهره برداری رسید","۱۲ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20623/%D9%85%D8%B1%DA%A9%D8%B2-%DA%A9%D9%86%D8%AA%D8%B1%D9%84-%D9%88-%D9%BE%D8%A7%DB%8C%D8%B4-%D8%AA%D8%B5%D9%88%DB%8C%D8%B1%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%A9%D8%AF%D9%87-%D8%AA%D8%B1%D8%A8%DB%8C%D8%AA-%D8%A8%D8%AF%D9%86%DB%8C-%D9%88-%D8%B9%D9%84%D9%88%D9%85-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D9%87-%D8%A8%D9%87%D8%B1%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C-%D8%B1%D8%B3%DB%8C%D8%AF","همزمان با آغاز چهل و چهارمین سالگرد پیروزی انقلاب اسلامی، فاز نخست مرکز کنترل و پایش تصویری (مانیتورینگ) اداره حراست دانشکده تربیت بدنی و علوم ورزشی دانشگاه علامه طباطبائی به بهره برداری رسید."
"سومین شماره رادیو آموزش منتشر شد","۱۲ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20622/%D8%B3%D9%88%D9%85%DB%8C%D9%86-%D8%B4%D9%85%D8%A7%D8%B1%D9%87-%D8%B1%D8%A7%D8%AF%DB%8C%D9%88-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D9%86%D8%AA%D8%B4%D8%B1-%D8%B4%D8%AF","سومین شماره رادیو آموزش با هدف پوشش اخبار و رویدادهای آموزشی و اطلاع رسانی های مرتبط و پاسخگویی به سئوالات دانشجویان در حوزه معاونت آموزشی منتشر شد."
"مدرسه زمستانی «هم اندیشی کرسی های نظریه پردازی»","۱۲ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20621/%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B2%D9%85%D8%B3%D8%AA%D8%A7%D9%86%DB%8C-%D9%87%D9%85-%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%DB%8C-%DA%A9%D8%B1%D8%B3%DB%8C-%D9%87%D8%A7%DB%8C-%D9%86%D8%B8%D8%B1%DB%8C%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%DB%8C-","مدرسه زمستانی «هم اندیشی کرسی های نظریه پردازی» به همت معاونت پژوهشی دانشگاه علامه طباطبائی با حضور جمعی از اعضای هیئت علمی این، در مجتمع آموزشی و اقامتی «کیش مهر» فریدون کنار برگزار شد."
"اساس اخلاق بر مبنای طهارت و پاکی است","۱۱ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20653/%D8%A7%D8%B3%D8%A7%D8%B3-%D8%A7%D8%AE%D9%84%D8%A7%D9%82-%D8%A8%D8%B1-%D9%85%D8%A8%D9%86%D8%A7%DB%8C-%D8%B7%D9%87%D8%A7%D8%B1%D8%AA-%D9%88-%D9%BE%D8%A7%DA%A9%DB%8C-%D8%A7%D8%B3%D8%AA","رئیس دانشکده الهیات و ادیان دانشگاه پرتوریا آفریقای جنوبی با هیئت همراه ضمن بازدید از دانشکده الهیات و معارف اسلامی دانشگاه علامه طباطبائی با رئیس این دانشکده دیدار و گفت‌وگو کرد."
"ابراهیم اخلاصی «معاون پژوهشکده تحول در علوم انسانی» دانشگاه علامه طباطبائی شد","۱۰ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20586/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85-%D8%A7%D8%AE%D9%84%D8%A7%D8%B5%DB%8C-%D9%85%D8%B9%D8%A7%D9%88%D9%86-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%A9%D8%AF%D9%87-%D8%AA%D8%AD%D9%88%D9%84-%D8%AF%D8%B1-%D8%B9%D9%84%D9%88%D9%85-%D8%A7%D9%86%D8%B3%D8%A7%D9%86%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%B4%D8%AF","با حکمی از سوی رئیس داشگاه علامه طباطبائی، معاون پژوهشکده تحول در علوم انسانی دانشگاه علامه طباطبائی و مدیر گروه پژوهشی پایش، نظارت و ارزشیابی برنامه های تحول علوم انسانی آن پژوهشکده معرفی شد."
"«دبیر شورای انضباطی بدوی و مسئول دبیرخانه شورای انضباطی دانشگاه علامه طباطبائی» معرفی شد","۱۰ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20585/-%D8%AF%D8%A8%DB%8C%D8%B1-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%A7%D9%86%D8%B6%D8%A8%D8%A7%D8%B7%DB%8C-%D8%A8%D8%AF%D9%88%DB%8C-%D9%88-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D8%AF%D8%A8%DB%8C%D8%B1%D8%AE%D8%A7%D9%86%D9%87-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%A7%D9%86%D8%B6%D8%A8%D8%A7%D8%B7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D9%85%D8%B9%D8%B1%D9%81%DB%8C-%D8%B4%D8%AF","با حکمی از سوی رئیس داشگاه علامه طباطبائی، دبیر شورای انضباطی بدوی و مسئول دبیرخانه شورای انضباطی این دانشگاه منصوب شد."
"فراخوان دومین جشنواره ملی «گوهرشاد»","۰۹ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20578/%D9%81%D8%B1%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D8%AF%D9%88%D9%85%DB%8C%D9%86-%D8%AC%D8%B4%D9%86%D9%88%D8%A7%D8%B1%D9%87-%D9%85%D9%84%DB%8C-%DA%AF%D9%88%D9%87%D8%B1%D8%B4%D8%A7%D8%AF-","دومین جشنواره پوشش اصیل ایرانی اسلامی «گوهرشاد» به همت و پیشرانی مجموعه های مردمی عرصه عفاف و حجاب و تسهیل گری و تنظیم گری دستگاه ها و نهادها برگزار می‌شود."
"فراخوان جذب پژوهشگر","۰۸ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20559/%D9%81%D8%B1%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D8%AC%D8%B0%D8%A8-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%B1","پژوهشکده فرهنگ و ارتباطات دانشگاه علامه طباطبائی به منظور حل مسائل پژوهشی در حوزه های تخصصی، پژوهشگر جذب می کند."
"اطلاعیه برگزاری چهارمین المپیاد فرهنگی ورزشی دانشجویان شاهد و ایثارگر دانشگاه ها و موسسات آموزش عالی","۰۸ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20558/%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%DB%8C%D9%87-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%DA%86%D9%87%D8%A7%D8%B1%D9%85%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%BE%DB%8C%D8%A7%D8%AF-%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%B4%D8%A7%D9%87%D8%AF-%D9%88-%D8%A7%DB%8C%D8%AB%D8%A7%D8%B1%DA%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D9%87%D8%A7-%D9%88-%D9%85%D9%88%D8%B3%D8%B3%D8%A7%D8%AA-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B9%D8%A7%D9%84%DB%8C","چهارمین المپیاد فرهنگی ورزشی دانشجویان دختر و پسر  شاهد و ایثارگر دانشگاه ها و موسسات آموزش عالی برگزار می شود."
"دو کتاب انتشارات دانشگاه علامه طباطبائی، نامزد چهلمین دوره جایزه کتاب سال جمهوری اسلامی ایران معرفی شدند","۰۸ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20557/%D8%AF%D9%88-%DA%A9%D8%AA%D8%A7%D8%A8-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D9%86%D8%A7%D9%85%D8%B2%D8%AF-%DA%86%D9%87%D9%84%D9%85%DB%8C%D9%86-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%DB%8C%D8%B2%D9%87-%DA%A9%D8%AA%D8%A7%D8%A8-%D8%B3%D8%A7%D9%84-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D9%85%D8%B9%D8%B1%D9%81%DB%8C-%D8%B4%D8%AF%D9%86%D8%AF","کتاب «قابلیت اطمینان؛ نظریه و کاربرد» و «مقد مه ای بر حسابان تصادفی با کاربرد» انتشارات دانشگاه علامه طباطبائی، نامزد چهلمین دوره جایزه کتاب سال جمهوری اسلامی ایران شدند."
"قابلیت اطمینان؛ نظریه و کاربرد","۰۸ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20550/%D9%82%D8%A7%D8%A8%D9%84%DB%8C%D8%AA-%D8%A7%D8%B7%D9%85%DB%8C%D9%86%D8%A7%D9%86-%D9%86%D8%B8%D8%B1%DB%8C%D9%87-%D9%88-%DA%A9%D8%A7%D8%B1%D8%A8%D8%B1%D8%AF","کتاب «قابلیت اطمینان؛ نظریه و کاربرد» نوشته مقصود امیری، عضو هیئت علمی دانشگاه علامه طباطبائی به همت مرکز چاپ و انتشارات دانشگاه علامه طباطبائی منتشر شده است."
"اطلاعیه مهم صندوق رفاه دانشجویان","۰۵ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20543/%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%DB%8C%D9%87-%D9%85%D9%87%D9%85-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%B1%D9%81%D8%A7%D9%87-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86","بر اساس اطلاعیه معاونت دانشجویی دانشگاه علامه طباطبائی، سامانه صندوق (فاز ۲) و پورتال دانشجویی به منظور بروز رسانی اطلاعات و انتقال به سامانه جدید، به مدت ۲ هفته از دسترس خارج می شود."
"اطلاعیه قسط بندی شهریه دانشجویان شهریه پرداز دانشگاه علامه طباطبائی","۰۵ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20540/%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%DB%8C%D9%87-%D9%82%D8%B3%D8%B7-%D8%A8%D9%86%D8%AF%DB%8C-%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","امکان قسط بندی شهریه متغیر تعدادی از دانشجویان نوبت دوم(شبانه) دانشگاه علامه طباطبائی فراهم شد. دانشجویان واجد شرایط باید تا قبل از زمان انتخاب واحد درخواست خود را ارائه کنند."
"بازدید دانش آموزی از پردیس مرکزی دانشگاه علامه طباطبائی","۰۴ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20536/%D8%A8%D8%A7%D8%B2%D8%AF%DB%8C%D8%AF-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A2%D9%85%D9%88%D8%B2%DB%8C-%D8%A7%D8%B2-%D9%BE%D8%B1%D8%AF%DB%8C%D8%B3-%D9%85%D8%B1%DA%A9%D8%B2%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","جمعی از دانش آموزان مدرسه پسرانه «شهید مطهری» مشهد، از پردیس مرکزی دانشگاه علامه طباطبائی بازدید کردند."
"تقدیر وزیران بهداشت و آموزش و پرورش از کارمند روابط عمومی دانشگاه علامه طباطبائی","۰۴ بهمن ۱۴۰۱","https://atu.ac.ir/fa/news/20535/%D8%AA%D9%82%D8%AF%DB%8C%D8%B1-%D9%88%D8%B2%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA-%D9%88-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%88-%D9%BE%D8%B1%D9%88%D8%B1%D8%B4-%D8%A7%D8%B2-%DA%A9%D8%A7%D8%B1%D9%85%D9%86%D8%AF-%D8%B1%D9%88%D8%A7%D8%A8%D8%B7-%D8%B9%D9%85%D9%88%D9%85%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","فیلم کوتاه ساختۀ کارمند دانشگاه علامه طباطبائی مقام نخست رشته فیلم کوتاه در بخش فرهنگ و هنر سومین جشنواره ملی طب ایرانی را کسب کرد."
